message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
"No, RejectPromise was already called in step 4. We just need to delete the job here.",0,0,0,0,0,0,1
"benwells@, should we move this logic into InstallOrUpdateWebAppFromInfo too?",0,0,0,0,0,0,1
"Consider:
  typedef std::vector<uint8_t> ByteBuffer;",0,0,0,0,0,0,0
This is a subset of code_bin_header_v1_flcn. Perhaps you can reuse the header.,0,0,0,0,0,0,0
CQ-DEPEND is backwards. #defining the new option in board.h must be done before we turn off code if it's not defined.,0,0,0,0,0,0,1
"Reseting the |send_pipe_handle_| does not trigger the |OnClose()| event, or cause the invocation of |OnReadable()|.
  
  Reseting the socket pointer causes a close event per documentation of tcp_socket.mojom: ""Consumer can close the socket by destroying the interface pointer.""",0,0,0,0,0,0,1
"I tried to make shell=False. But it complained bad configuration option about '-o ""StrictHostKeyChecking no""'.",0,0,0,0,0,0,1
I'm just being lazy -- I'll change it to support both.,0,0,0,0,0,0,1
I'm not following this part: why is this codepath needed?,0,0,0,0,0,0,1
"Hmm, returning here unconditionally seems wrong - we haven't run ValidateJsonString() for the correctly-typed entries?
  
  After fixing this, it'd be good to have a unit test for this case.",0,0,0,0,0,0,0
"Why make a separate file? Darin himself is against *util files as function dumps [1], and this function is certainly relevant to the parser enough to share the header with it.
  
  [1] https://groups.google.com/a/chromium.org/d/msg/chromium-dev/RVps606IB_g/1nxbNDOfCQAJ",0,0,0,0,0,0,1
"style wise, do we want to move the #ifdef inside the function ?",0,0,0,0,0,0,0
"I chatted with Dale - he's on board with moving lines 279 - 282 to ffmpeg_demuxer tests. Can you take that on?
  
  It sounds like you've created a new channel for the decoder to inform the demuxer of a config change. If so, one thing to be aware of (assuming you're still using our decoder stream) is that signalling kConfigChanged from the demuxer will result in a flush of the decoder. Many config changes actually require a different decoder, so this makes sense. But in your case, this is probably wasteful. For videos that change size mid way through, we just signal the new size to the upper layers and avoid the heavy decoder flush.
  
  https://cs.chromium.org/chromium/src/media/renderers/video_renderer_impl.cc?rcl=2ec2aaf9572617169c2740903694b9d03b42a6e3&l=809",0,0,0,0,0,0,1
"""PartitionTable"" is already defined in generic_common, so you can actually say:
  
  To run this pytest with default arguments, add this in test list::
  {
  ""pytest_name"": ""partition_table""
  }
  
  This is also predefined in ``generic_common.test_list.json`` as ``PartitionTable``.
  
  If you can't expand stateful partition for some reason, override the argument by:
  
  {
  ""inherit"": ""PartitionTable"",
  ""args"": {
  ""expand_stateful"": false
  }
  }",0,0,0,0,0,0,1
wow ... go awk ... any option that's a bit more readable.,0,0,0,0,0,0,0
"Nit: perhaps:
  
  bool flush_done = (encoder_state_ == kFlushing) && (dqbuf.flags & V4L2_BUF_FLAG_LAST);
  
  if (dqbuf.m.planes[0].bytesused == 0 && flush_done) {
  ...
  } else {
  ...
  }
  
  l.782:
  if (flush_done) {
  }",0,0,0,0,0,0,1
You can't use Math.max(...this.values)? Just curious.,0,0,0,0,0,0,1
How is this actually interpreted by vm_concierge? As an upper bound on disk size?,0,0,0,0,0,0,1
"OK, we can start here, but we should be converging where we require MULTILIB_USEDEP in all the ebuilds that use this",0,0,0,0,0,0,1
Is there anything we can test in common_js_unittest?,0,0,0,0,0,0,1
This warning should be moved to the assignment in cpu_context_linux.cc now.,0,0,0,0,0,0,1
"Daniel, do you have a tracking bug for this that I could reference here? (Or would crbug.com/778318 cover this as well?)",0,0,0,0,0,0,0
BASE_VENDOR_ID? Or at the very least HAMMER_VENDOR_ID?,0,0,0,0,0,0,1
Should we do that even if we're not actually visible? IOW should we call GetWidget()->StartCompositor() instead?,0,0,0,0,0,0,1
"Is omnibox-output an ""input section""? This CSS class seems to be applying some bottom margin at [1], but the name of it seems inaccuarate, no?
  
  How about simply changing this to
  
  omnibox-inputs,
  omnibox-outputs {
  margin-bottom: ...;
  }
  
  and remove the CSS class?
  
  [1] https://cs.chromium.org/chromium/src/chrome/browser/resources/omnibox/omnibox.css?l=40",0,0,0,0,0,0,1
"import abc, and use abc.abstractmethod/abstractproperty to express things that must be defined in subclasses",0,0,0,0,0,0,1
see wireless.py for examples on setting up flimflam properties,0,0,0,0,0,0,1
"Can you put all this stuff somewhere outside pytest? (Like factory/py/locale.py.) gooftool has a separate copy of this and it would be nice to consolidate (later).
  
  If you do that, the remaining tasks are small enough that you could just put them into vpd.py.
  
  (Of course we should really find a way to reuse ChromeOS's l10n libraries but I won't make you do that here :)",0,0,0,0,0,0,0
"For the sake of completeness, it was wrapped in a ListValue because the old IPC system didn't allow base::Value itself to be sent directly for Reasons.
  
  For better or worse, we've relaxed those restrictions in the Mojo IPC typemap",0,0,0,0,0,0,1
"nit: I would just call these |installing|, |waiting|, |active| to parallel |state->installing| and |info->installing|, etc. ""ref"" kinda looks like ""reg"" too.",0,0,0,0,0,0,0
"if you hoist getSelection into a var, these assert statements get a bit easier to read.",0,0,0,0,0,0,1
"nit: Let's elaborate here a bit:
  // Returns the homepage specified by the extension in its manifest, if it
  // specifies a homepage. Otherwise, returns an empty url.",0,0,0,0,0,0,1
"I wanted it to be obvious this shouldn't be set in prod, but I guess it does already have ""staging"" in it. Removed the suffix.",0,0,0,0,0,0,1
The names are not mandated. Plankton and Twinkie are not DRP but both of them have SRC and SNK PDOs. So I created a separate VIF for _src and _snk.,0,0,0,0,0,0,1
"Whatever's easiest for you is OK with me :)
  
  Another CL would be easier for reviewing I suppose but if you would rather throw it in here, or create the class now and make another CL later to convert other existing code, I'm fine with that as well.",0,0,0,0,0,0,1
nit: I would just call ReloadCredentials() passing no argument.,0,0,0,0,0,0,1
"nit: I don't think the =1 is necessary here: https://chromium.googlesource.com/chromium/src/+/master/docs/component_build.md#exporting-and-importing-symbols
  
  I expect usages to be simply #ifdef(IS_DEVICE_FIDO_IMPL) ... #endif",0,0,0,0,0,0,1
"There is no point in exposing it to core/ for the sake of compile-type enum assert, simply skip this bit there and don't modify WebURLRequest.",0,0,0,0,0,0,1
"big nitpick- but can you shorten the commit message to <65 chars? eg ""Make Renderer1 track applied textures as SRVs."" The rest could go on a second line. Seems to work with with git history viewers.",0,0,0,0,0,0,1
"I was thinking that if we have the show function but return the after mapping value (say that 0 is written in user space but we show the true register value 255) it is kind of confusing. So I just
  get rid of the show function.
  
  Maybe we do a reverse mapping to show the interval value if you think it is useful ?",0,0,0,0,0,0,1
nit: move to private since we don't want external code to call this.,0,0,0,0,0,0,1
"- elif
  - Nit: consider using end_message_not_printed instead (saves the negation).
  - Nit: consider flipping the order of the conjuncts (Boolean is cheaper).",0,0,0,0,0,0,1
"this doesn't actually validate anything.
  
  In looking at the usage, get the strong feeling you should be enhancing optparse's types instead of adding one offs for every one that uses it",0,0,0,0,0,0,1
"Ah that makes sense.. incomplete class limits us a lot! *shrug*
  Nit: Otherwise, maybe a global
  template <class DataType>
  using InternalNodeAttachedDataStorageFor = InternalNodeAttachedDataStorage<sizeof(DataType)>
  could help.",0,0,0,0,0,0,0
What happens to the caller in this case? The passed in value is freed and not re-initialized.,0,0,0,0,0,0,1
"You may want to explain in a comment for why this is needed. i.e. certain boards don't access the boot device prior to initializing dram, etc.",0,0,0,0,0,0,1
"Those local tests are the only ones that still switched it to False, hence the expectation changes here. Downstream, however, this should be a noop as it's True everywhere.",0,0,0,0,0,0,1
The only difference is that here its a warning and in error_check_partial its an error. Otherwise both are same.,0,0,0,0,0,0,1
"hmmm. weird case, per https://linux.die.net/man/2/write this is not an error condition!",0,0,0,0,0,0,1
"This is the hack the commit message is talking about. Vboot uses the same callback to first read small parts of the kernel partition (keyblock, etc.) and eventually the whole kernel body. There's no proper way to distinguish the read's purpose from here and I don't want to plumb timestamps through to vboot, so I'm using ""anything larger than 1MB is probably the actual kernel body"" as a heuristic.",0,0,0,0,0,0,1
"Which version of gsutil are you using?
  
  Not that it's an important field, I just wanted to include them all for the sake of flexibility. We can drop some if they are problematic.",0,0,0,0,0,0,1
"Done.
  Per offline discussion, I will move this to V4L2VDA and V4L2SVDA.",0,0,0,0,0,0,1
"when you say ""outside the scope of this class"", do you mean that ObjectPool does not take ownership? And that still means that they should stick around until the ObjectPool is destroyed. In either case, clarify the comment.",0,0,0,0,0,0,1
"This is not ideal but I think a good tradeoff. It allows us to keep the current semantics of HasPendingActivity().
  
  In order to get rid of this trait we would need to model ExecutionContext to have a regular reference to ASW and then explicitly remove that reference once HasPendingActivity() would go to false. That's maybe doable but should be done separately.",0,0,0,0,0,0,1
why do we have a loop here? shouldn't this be just a single mipmap?,0,0,0,0,0,0,1
"I swear I've posted a reply twice, but maybe Gerrit is eating it. I compiled this on arm and disassembled it, and the result used a single 32-bit integer for it.",0,0,0,0,0,0,1
"Did you mean ""0x[0-9a-fA-F]+""?
  
  Again, consider ""0x[\da-fA-F]+""",0,0,0,0,0,0,1
"write SMI_LARB_MMU_EN is not needed here.
  
  This function will close the larb's the power-domain, then we don't need write the again.
  (write also will fail if there is no power-domain.)",0,0,0,0,0,0,1
"this needs to be consistent with the border drawing code (i.e. fill not stroke).
  
  To get it to paint the difference between two roundrects, you can call something like
  
  gfx::ScopedCanvas save(canvas);
  SKRRect outer_rect = SkRRect::MakeRectXY(gfx::RectToSkRect(local_bounds), 
  SKRRect inner_rect = outer_rect;
  inner_rect.inset(1, 1);
  sk_canvas()->clipRRect(inner, SkClipOp::kIntersect, true);
  canvas->sk_canvas()->drawRRect(outer_rect, flags);
  
  
  note this doesn't need any of these +0.5 hacks.
  
  But! This isn't taking into account scale factor -- it will draw a focus borer of 1 DIP, not 1 pixel. That might be incorrect.
  
  
  I'm sorta hoping we can keep this drawing logic all in a general purpose routine. Like
  
  PaintOmniboxRect(canvas, SkColor inner, SkColor border, float radius, gfx:Rect bounds) {
  // undo scale factor
  
  gfx::ScopedCanvas save(canvas);
  SKRRect outer_rect = SkRRect::MakeRectXY(gfx::RectToSkRect(local_bounds.Scale(xx)), radius*xx, radius*xx);
  SKRRect inner_rect = outer_rect;
  inner_rect.inset(1, 1);
  
  // make paint flags
  set_color(outer);
  if (inner == Transparent) { // focus ring: clip out inner
  sk_canvas()->clipRRect(inner, SkClipOp::kIntersect, true);
  }
  canvas->sk_canvas()->drawRRect(outer_rect, flags);
  if (inner == Transparent)
  return;
  
  set_color(inner)
  canvas->sk_canvas()->drawRRect(inner_rect, flags);",0,0,0,0,0,0,0
"Breaking this out into a separate ""TrailingGarbage"" test.",0,0,0,0,0,0,1
"nit: put this elsewhere in the file, like maybe above CanSwitchIme(), so the switch-IME tests are still next to each other",0,0,0,0,0,0,1
"The CL doesn't delete it earlier, making it a member means it's deleted at end of ~URLLoaderFactoryImplTest() scope and it being the first member means it's deleted last by C++ rules.
  
  This is usually the paradigm for TestBrowserThreadBundle (make it the first member so it outlives everything), explicitly managing it via unique_ptr here merely resulted in it being destroyed before ResourceMessageFilter (which tries to post tasks in its tear down).",0,0,0,0,0,0,1
the non-highbd named functions are only used in the highbd builds? weird.,0,0,0,0,0,0,0
"Right now we only test the defensive check here. If PluginVm is allowed to run, the test crashes. I think we should add a second test already that uses a mock D-Bus interface for StartPluginVmDispatcher and tests that we get a Run(false) even when the policy is set and StartPluginVmDispatcher does not return an error.",0,0,0,0,0,0,1
"You should include this:
  stop on stopping system-services",0,0,0,0,0,0,1
This is the slop region for autoscroll right? Just add a comment here pointing out where in code this is coming from.,0,0,0,0,0,0,1
remove cancel_content and set cancel_mock.return_value = dict() ?,0,0,0,0,0,0,1
I think we generally only use this on things that return a Maybe and might throw. Same goes below.,0,0,0,0,0,0,1
check HasStylusInput somewhere so watcher_ is never started for devices that will never see a stylus,0,0,0,0,0,0,1
Should you really be taking in a path as a string?,0,0,0,0,0,0,1
This is because of the dice roll? It's kind of non-obvious.,0,0,0,0,0,0,1
"Never mind, it looks like these should be properly reentrant. We can do this in the constructor and destructor of GlibBridge instgead and it should be fine.",0,0,0,0,0,0,0
To match the model this really belongs in the same structure that we have phy_init() in.,0,0,0,0,0,0,0
Update: I put up a new patchset with a ProtoAppender interface which is used as the argument to AppendToProto instead; it's a little bit more indirect but avoids the dependency. ptal!,0,0,0,0,0,0,0
"based on the comment, why this property named touchInProgress? Just want to be clear because your next comment refers to ""interaction""",0,0,0,0,0,0,1
"Changed to below since some other place still use minIndex:
  int startVertex = static_cast<int>(indexInfo.indexRange.start);
  int baseVertex = -startVertex;",0,0,0,0,0,0,1
"Move this below the onclick defined below, to match the logic for SIMPLE doodles.",0,0,0,0,0,0,0
Make Update and SetThresholds private to DarkPolicy and call them from GetAction?,0,0,0,0,0,0,1
"This looks like it'd be better off being a DCHECK, no?",0,0,0,0,0,0,0
Should we just have IsFontSmoothingEnabled() just return true for anything outside of OS_WIN or maybe check on the other platforms? This gets rid of the OS_WIN guards below.,0,0,0,0,0,0,1
"Ack. I am not sure:
  - Maybe process reuse should also be forbidden in case of tab discarding - in this case combining the flags might make sense. OTOH, this would also work with separate bool+enum.
  - Maybe one alternative would be to put the bool+enum into a shared struct?
  I don't know...",0,0,0,0,0,0,1
"This check for becoming negative seems strange. What if we start with 100 controllees when this object is created. Then when one is removed, we still have 99 left. We still try to establish a connection here?",0,0,0,0,0,0,1
"Good point, although let's do so in a separate patch. My thinking is HUNG_TASK_PANIC should be disabled at compile time and left to users if they want to enable it at runtime via sysctl. WDYT?",0,0,0,0,0,0,1
"Uh-oh, is it possible to use something like crypto/signature_verifier.h instead?",0,0,0,0,0,0,0
"OK for the first version, but pls add a comment here that we should really enqueue before we've preparsed the func.
  
  Then the interaction w/ aborting will also be simple: you'll just need to tell the preparsing to not abort.",0,0,0,0,0,0,0
"If we're going to change this, let's also remove BluetoothDevice::Take?",0,0,0,0,0,0,1
"The structure you described isn't exactly what I meant to suggest.
  Here's more detail:
  
  STATUS_EDITS='
  s/ ...[A-Z* //
  # more sed commands here
  '
  if ""csv""; then
  STATUS_EDITS=""$STATUS_EDITS
  s/\([^ ]*
  ""
  fi
  
  sed ""$STATUS_EDITS"" $FILE
  
  That's still not complete; I think there'll need to be some other
  changes to account for other differences. You may find it's
  convenient to write content to a temporary file. Take a look at
  the `mktemp` command.",0,0,0,0,0,0,0
"use a unique_ptr - you can std::move them into BindOnce, and this is definitely much more preferable compared to a raw new and base::Owned.
  
  In general there is no reason to ever use base::Owned for anything other than the |this| argument of a Bind.",0,0,0,0,0,0,1
should just be [-2:]. Why are you going forward to backward?,0,0,0,0,0,0,0
nit: do you need this? 'ui_controller.h' is included above.,0,0,0,0,0,0,1
"file_bugs=False
  
  is this intentional? You do have bug template defined here. Same in other control file.",0,0,0,0,0,0,1
"I think you can use
  try:
  sync_utils.Waitfor(some_func, duration_secs, self.args.current_sampling_period_secs)
  return True
  except type_utils.TimeoutError:
  loging ...
  return False",0,0,0,0,0,0,1
"nit: Is this colon recommended?
  Also applies to other templates below.",0,0,0,0,0,0,1
"nit: document the arg:
  
  ..., true /* is_official_build */);",0,0,0,0,0,0,1
next_timer_deadline_ = next_timeout >= 0.0 ? now + next_timeout : 0.0;,0,0,0,0,0,0,1
"The delete stack that I've seen is:
  
  3:032> kc
  # Call Site
  00 content!content::RenderFrameImpl::~RenderFrameImpl
  01 content!content::RenderFrameImpl::~RenderFrameImpl
  02 content!content::RenderFrameImpl::FrameDetached
  03 blink_core!blink::LocalFrameClientImpl::Detached
  04 blink_core!blink::Frame::Detach
  05 blink_core!blink::HTMLFrameOwnerElement::DisconnectContentFrame
  06 blink_core!blink::HTMLPlugInElement::DisconnectContentFrame
  07 blink_core!blink::ChildFrameDisconnector::DisconnectCollectedFrameOwners
  08 blink_core!blink::ChildFrameDisconnector::Disconnect
  09 blink_core!blink::ContainerNode::WillRemoveChild
  0a blink_core!blink::ContainerNode::RemoveChild
  0b blink_core!blink::CollectChildrenAndRemoveFromOldParent
  0c blink_core!blink::ContainerNode::AppendChild
  0d blink_core!blink::Node::appendChild
  0e blink_core!blink::node_v8_internal::AppendChildMethodForMainWorld
  0f blink_core!blink::V8Node::AppendChildMethodCallbackForMainWorld
  10 v8!v8::internal::FunctionCallbackArguments::Call
  11 v8!v8::internal::`anonymous namespace'::HandleApiCallHelper<0>
  12 v8!v8::internal::Builtin_Impl_HandleApiCall
  13 v8!v8::internal::Builtin_HandleApiCall
  14 v8!Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
  15 v8!Builtins_LdaKeyedPropertyWideHandler
  ...
  [A bunch more empty v8 frames]
  
  This, as far as I can tell, just tells me that the frame created from the object element is being removed from the DOM.
  
  I got the above my adding a CHECK and hitting that in my debugger. Is that sufficient? Whenever I've tried to log anything from the renderer process in headless mode, I get no logging output.",0,0,0,0,0,0,1
"for posterity, we have https://crbug.com/762297 now",0,0,0,0,0,0,1
We're talking about a u8 so I would write this simply as `0`.,0,0,0,0,0,0,0
"Please don't have using statements importing names in a header. Please fully qualify them.
  
  In the C++ file, feel free to do whatever aids convenience. https://stackoverflow.com/questions/6175705/scope-of-using-declaration-within-a-namespace",0,0,0,0,0,0,1
"Just like the cryptohome ebuild, I don't think you can get rid of the opencryptoki dependency here either. IIRC, some entd scripts (even if we don't run them any more) start up pkcsslotd.",0,0,0,0,0,0,1
"This this is pretty simple, you can use a dict comprehension for this:
  
  return dict(
  [(k,v) for k,v in ...
  if isinstance(v, CriticalError)])
  
  But... do you ever expect the value not to be a CriticalError?",0,0,0,0,0,0,1
"you are supposed to use ""list_for_each_safe"" rather than list_for_each when using list_del, aren't you ?",0,0,0,0,0,0,0
"indent with tabs, not spaces
  
  you could one-line it by doing:
  
  rm ""${D}""/boot/{config,System.map}-${version}
  
  you should add `|| die` after each `rm` since it isn't automatic",0,0,0,0,0,0,1
"nit: consider logging a message here too to make it easier to distinguish between usbip hanging vs. the udev event not showing up, e.g.
  
  testing.ContextLog(ctx, ""Waiting for udev event"")",0,0,0,0,0,0,1
"No, I think this is preferable to have an informational output cause a failure.",0,0,0,0,0,0,1
"If spawn failure, would it generate unhandled deferred? See line 191 comment.
  
  Perhaps having a unittest case with first spawn success but upcoming spawn fail. (mmm... is it possible?)",0,0,0,0,0,0,0
"you already add it to 'dirs' below
  do you really have to add it here ?",0,0,0,0,0,0,0
s/fdt/blob/ I think since U-Boot seems to use that more commonly.,0,0,0,0,0,0,1
"nit/optional: given these are basically for constructing an instance of this class, slightly prefer having these above ctor / other methods",0,0,0,0,0,0,1
You better DCHECK that global_log_lux has the right .size() first,0,0,0,0,0,0,1
Can we remove WidgetCreationType and kWidgetCreationTypeKey?,0,0,0,0,0,0,1
"This DCHECK isn't needed, as dereferencing nullptr will cause a crash anyway.",0,0,0,0,0,0,1
I am fine with applying 8ced390c2b18. __force is used by sparse.,0,0,0,0,0,0,0
Can this be a static_cast? C-style casts do not check for dangerous casts.,0,0,0,0,0,0,0
Can we call this ResponseXmlTemplates? Because they are only used for response and not requests.,0,0,0,0,0,0,1
"This lock/unlock does not do anything.
  
  Whatever we are racing with that would have disabled the vop could still execute immediately after we release the lock here.",0,0,0,0,0,0,1
"Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way.
  
  Up to you.",0,0,0,0,0,0,0
Done (split off into https://chromium-review.googlesource.com/c/chromium/src/+/1546304),0,0,0,0,0,0,1
"this is a mouthful to make that assignment, i think its making a new observer? can this assignement be more direct, we shouldn't need the local ptr
  
  cache_storage_observer_ = MakeUnique<CacheStorageObserver>(
  GetWeakPtr()
  xxx->GetCacheStorageContext());",0,0,0,0,0,0,1
Should this be under the live tests section? How does running this compare with running tpm_utility_test with USE_tpm2?,0,0,0,0,0,0,1
"Oops, now you just need to use your MockCPUInfoReader here too.",0,0,0,0,0,0,0
"nit: maybe combine these 2 branches into a single:
  if (feature_info_->IsWebGLContext()) {
  desire_multi_draw =
  feature_str.find(""GL_WEBGL_multi_draw "") != std::string::npos;
  desire_multi_draw_instanced =
  feature_str.find(""GL_WEBGL_multi_draw_instanced "") != std::string::npos;
  }",0,0,0,0,0,0,1
Just to keep the logic physically separated and easier to follow. The marginal cost of running the loop twice is negligible.,0,0,0,0,0,0,1
"Done. I thought the input http in this file is just a catcher, all testes are for output http. This is why I want to call it output_http_unittest.py .",0,0,0,0,0,0,1
It's more idiomatic to use the As<T>(T**) method for querying off an existing ComPtr<T>. e.g. hr = wmi_refresher_.As(&wmi_refresher_config);,0,0,0,0,0,0,1
"You do not need to clobber error returned by kstrto*(), so just do:
  
  ret = kstrtou16(...);
  if (ret)
  return ret;",0,0,0,0,0,0,1
"Thanks, so that's what the dummy directory is for. I added a dummy versions of the code so the tests compile with feed disabled, but then hit a crash while trying to run the ntp tests. Still crashed after compiling on master, so filed crbug/897502. I think we should have something like FeedNewTabPage.isFeedSupported, if not, skip the test iteration with feed enabled to fix crbug/897502 in a separate cl. WDYT?",0,0,0,0,0,0,1
"delete 'const' here and in the interface? in particular, i'd expect this to be non-const in a stub implementation used by unit tests.",0,0,0,0,0,0,1
"nit: Not my codebase, but it seems unusual that a getter function has side-effects like this.",0,0,0,0,0,0,0
"Why is this change needed?
  
  Would it make more sense to have the ScriptState::Scope in ScheduledAction::Execute(LocalFrame*) because some call sites call ScheduledAction::Execute(LocalFrame*) directly?",0,0,0,0,0,0,1
"nit: if would be worth it to check if we get something that is not a personalised tile before adding the dummy data. Otherwise, when the backend is turned on before you can remove this code you would get duplicates in the same section and crash.",0,0,0,0,0,0,1
BUG() is a bit extreme here... just bail out instead. Same goes for the other uses of BUG() here.,0,0,0,0,0,0,0
Nit: Probably cleaner to return if allocation_base() is nullptr.,0,0,0,0,0,0,1
"Is the syntax here ""dosym target link_name"" a la ln? Google is oddly unhelpful.",0,0,0,0,0,0,1
Use a namedtuple for this so it's easier to tell what these two fields are supposed to be.,0,0,0,0,0,0,1
nit: unnecessary with the comment below above |render_process_id|,0,0,0,0,0,0,0
"Sorry, I didn't make myself clear. I think you're adding qualifiers to make the conflicting symbols weak in Cr50, correct? Can you alternatively tell the linker to hide *all* cr50 symbols and only expose explicitly whitelisted ones (i.e. the fuzzer entry points that the fuzzer needs to call)?",0,0,0,0,0,0,0
"can use use emplace here?
  factories_.emplace(id, factory);",0,0,0,0,0,0,1
This comment should probably be moved to where we compute |report_to_uma|.,0,0,0,0,0,0,0
Can be private and still be called by native (lets you avoid polluting the public Java API).,0,0,0,0,0,0,1
"If we want to make better use of the existing atomic structure, we need to remove target line interrupt and its ISR. However, we cannot prevent target line interrupt and its ISR, even we support all the functions which have already mentioned by Bibby.
  
  The behavior of CMDQ is more like CPU rather than shadow register. If we use shadow register, we just need to change register set in vblank. But, if we use CMDQ, we still need to make sure CMDQ can process all its tasks in vblank. Although CMDQ is faster than CPU to access register, CMDQ still has its limitation. In other words, we cannot insert too many tasks into CMDQ. If CMDQ cannot process all its tasks in vblank, we will see garbage line on screen.
  
  In Chromebook, mouse cursor will generate too many tasks to CMDQ. If we want to reduce mouse cursor tasks, we still need target line interrupt and ISR to drop useless mouse cursor events, since last cursor event before vsync can replace previous mouse events. Therefore, we think current solution is a better choice and it is also suitable for upstream.",0,0,0,0,0,0,1
"Added the mocks to the bug. Even though the mocks are only available on Desktop (and don't include managed prefs), this change in particular will make the experience on Android consistent with what we have today on Desktop: the page is accessible, but controls are disabled.
  
  The specific change has been recommended by rfeng@, our UXer.",0,0,0,0,0,0,0
"true?
  
  (optional) btw, I think this will be slightly more clear:
  
  if (mount.get()) {
  is_mounted = mount->IsMounted();
  is_ephemeral = is_mounted && !mount->IsNonEphemeralMounted();
  }",0,0,0,0,0,0,0
"It does look like this has been some activity around -T lately (https://github.com/landley/toybox/commits/master/toys/posix/ps.c), so we'll likely be able to put an upper bound on this sooner or later.
  
  Given that, my inclination would be to keep the current interface -- i.e., not split ListThreadsForProcess() back out -- and do the piped shell command + regex logic to avoid pulling 100KB. It'd likely be best to pull that logic into a separate helper function (_GetPsOutputForO?) just to keep the rest of GetPsOutput readable.
  
  I do think that this is something that devil should know how to do as opposed to telemetry. I strongly prefer that we have devil handle android version-specific quirks.",0,0,0,0,0,0,1
Please add an assert mLauncher != null at the top of this method,0,0,0,0,0,0,1
Do we have any V4L2 JPEG encoder that produces V4L2_PIX_FMT_JPEG that we can test?,0,0,0,0,0,0,1
"ditto as the EC CL:
  Signed-off-by: Daisuke Nojiri <dnojiri@chromium.org>",0,0,0,0,0,0,1
nit: maybe we should DCHECK(options_.is_none()) first to clarify that this mist only be called once on an Entry.,0,0,0,0,0,0,0
"Oh, this was just a hack since I haven't written a SPI GPT yet.",0,0,0,0,0,0,0
I don't quite get why we let the provisional navigation to happen. What if we had one prior to executing JS url? Should we clear that one at least?,0,0,0,0,0,0,1
deferring to Vadim for reviewing && maybe suggesting better ways.,0,0,0,0,0,0,1
"ModalDialogManager takes care of dismissing all dialog in destroy.
  So I think we don't need to do anything here.",0,0,0,0,0,0,1
"don't you want these two in reverse order?
  
  also the store should be a release_store if you want to guarantee that samples_map is only seen fully initialized.
  (but maybe this oesn't really matter because this happens way earlier?)",0,0,0,0,0,0,1
nit: please delete '|unit|'; godoc comments usually don't contain pipes,0,0,0,0,0,0,1
This cleans up the UART start/stop such that the uart doesn't false trigger and deliver spurious /0 characters that messes up the signature.,0,0,0,0,0,0,1
Sure. However this slot can't be arbitrarily reused since the key enums must be sequential,0,0,0,0,0,0,0
Unneeded cast (should never need to cast to void*/const void*).,0,0,0,0,0,0,0
"It has been a long time since I have been in this code, however it seems possible that:
  * v2 Apps behave as msw@ describes.
  * v1 apps and hosted apps (i.e. bookmarks) do not create a new controller but continue to use the shortcut controller.
  
  Either way we really need to confirm and document the behavior in the various headers. michaelpg@, I hate to impose this on you, but someone needs to do it :)",0,0,0,0,0,0,1
This fuction name confuses me. It doesn't 'get' anything does it?,0,0,0,0,0,0,1
"private methods ends with ""_"" and if it is private, it should be used outside the class.",0,0,0,0,0,0,1
Is calling this with the unspecified value valid? I've just been doing cros_build_lib.Die for failed required field checks if not.,0,0,0,0,0,0,1
"We don't need a binary blob. If the EGL loader or any other piece of code needs a binary blob, we'll create a version-3 API function.",0,0,0,0,0,0,1
"Remove this warning because we must provide 15,30 and 30,30. We don't want people to ask if this message is a bug every time. Just keep the documentation.",0,0,0,0,0,0,1
"so do you plan to have these side by side, and eventually get rid of build_number?",0,0,0,0,0,0,1
"super-nit: end comment with period.
  
  here and elsewhere.",0,0,0,0,0,0,1
I guess self.id shouldn't have any '.' in it. Might be worth an assert.,0,0,0,0,0,0,1
"the eclass already calls default for you, so you shouldn't need to do it yourself",0,0,0,0,0,0,1
"This TODO, which says --whitelisted-extension-id will be deprecated, seems to be obsolete given your comments in https://crrev.com/c/1547530. Do you think we can remove this as well?",0,0,0,0,0,0,1
This comment is incorrect. It's the interface id. Do you really need to store this id? can we just remove this member?,0,0,0,0,0,0,1
"Yes. I want to remove the AsyncCompileJob before the promise gets resolved. However, therefore I have to keep the job alive somewhere after the job gets removed here.",0,0,0,0,0,0,1
nit: Condense this into a call to addGroup(header)?,0,0,0,0,0,0,1
"You are mixing import styles and generally it is preferred to import the whole module and reference parts of that module with the name of the module included. i.e. reporting. Reporter rather than Reporter, it tells the reader immediately where that code came from.
  
  Remove Both Reporter and TestFailure imports and change your references below to use reporting.Reporter and reporting.TestFailure.",0,0,0,0,0,0,1
"This is for a failure case, so you don't need to set these two headers, I think.",0,0,0,0,0,0,1
maybe StreamingRingBuffer? We can use this for stuff other than client data.,0,0,0,0,0,0,1
"So you've removed the pinctrl for gpio4/31 from gpio_keys, but now it should be put here in the btmrvl node.",0,0,0,0,0,0,1
is any of them could be null? If true annotate them @Nullable,0,0,0,0,0,0,1
"Are dwo files generated for arm64 with debug_fission? Apparently, they are not generated for x86_64.",0,0,0,0,0,0,1
Use 'dummy_index' or '_' instead of 'j' and pylint.,0,0,0,0,0,0,1
